timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1573267157240,2154,HTTP Request,200,,Thread Group 1-93,text,true,,371,210,663,663,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,1769,0,145
1573267157058,2154,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-93,,true,,371,210,663,663,null,1769,183,145
1573267157227,3065,HTTP Request,200,,Thread Group 1-21,text,true,,371,210,873,873,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3065,0,191
1573267156770,3065,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-21,,true,,371,210,873,873,null,3065,458,191
1573267157255,3044,HTTP Request,200,,Thread Group 1-85,text,true,,371,210,873,873,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3044,0,129
1573267157038,3044,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-85,,true,,371,210,873,873,null,3044,218,129
1573267157239,4174,HTTP Request,200,,Thread Group 1-17,text,true,,371,210,1158,1158,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3362,0,152
1573267156754,4174,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-17,,true,,371,210,1158,1158,null,3362,486,152
1573267157224,4265,HTTP Request,200,,Thread Group 1-119,text,true,,371,210,1182,1182,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3377,0,168
1573267157167,4265,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-119,,true,,371,210,1182,1182,null,3377,58,168
1573267157226,4383,HTTP Request,200,,Thread Group 1-34,text,true,,371,210,1211,1211,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3172,0,157
1573267156823,4383,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-34,,true,,371,210,1211,1211,null,3172,404,157
1573267157595,4016,HTTP Request,200,,Thread Group 1-227,text,true,,371,210,1211,1211,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3002,0,9
1573267157235,4386,HTTP Request,200,,Thread Group 1-53,text,true,,371,210,1211,1211,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3286,0,149
1573267157290,4331,HTTP Request,200,,Thread Group 1-67,text,true,,371,210,1211,1211,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3217,0,96
1573267157294,4327,HTTP Request,200,,Thread Group 1-7,text,true,,371,210,1211,1211,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3120,0,90
1573267157594,4016,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-227,,true,,371,210,1211,1211,null,3002,12,9
1573267156955,4331,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-67,,true,,371,210,1211,1211,null,3217,336,96
1573267156899,4386,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-53,,true,,371,210,1211,1211,null,3286,337,149
1573267156719,4327,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-7,,true,,371,210,1211,1211,null,3120,576,90
1573267157345,4276,HTTP Request,200,,Thread Group 1-161,text,true,,371,210,1211,1211,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3161,0,73
1573267157296,4327,HTTP Request,200,,Thread Group 1-120,text,true,,371,210,1211,1211,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3197,0,88
1573267157291,4330,HTTP Request,200,,Thread Group 1-56,text,true,,371,210,1211,1211,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3200,0,94
1573267157178,4327,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-120,,true,,371,210,1211,1211,null,3197,118,88
1573267157282,4339,HTTP Request,200,,Thread Group 1-129,text,true,,371,210,1211,1211,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3129,0,101
1573267156920,4330,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-56,,true,,371,210,1211,1211,null,3200,374,94
1573267157354,4269,HTTP Request,200,,Thread Group 1-160,text,true,,371,210,1208,1208,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3055,0,30
1573267157344,4276,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-161,,true,,371,210,1211,1211,null,3161,3,73
1573267157217,4339,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-129,,true,,371,210,1211,1211,null,3129,69,101
1573267157353,4269,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-160,,true,,371,210,1208,1208,null,3055,3,30
1573267157280,5414,HTTP Request,200,,Thread Group 1-8,text,true,,371,210,1477,1477,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,4115,0,148
1573267156721,5414,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-8,,true,,371,210,1477,1477,null,4115,559,148
1573267157402,5298,HTTP Request,200,,Thread Group 1-167,text,true,,371,210,1477,1477,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3997,0,22
1573267157398,5298,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-167,,true,,371,210,1477,1477,null,3997,4,22
1573267157645,5063,HTTP Request,200,,Thread Group 1-238,text,true,,371,210,1479,1479,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3752,0,31
1573267157644,5063,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-238,,true,,371,210,1479,1479,null,3752,2,31
1573267157356,5353,HTTP Request,200,,Thread Group 1-159,text,true,,371,210,1479,1479,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3937,0,36
1573267157354,5353,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-159,,true,,371,210,1479,1479,null,3937,3,36
1573267157285,5426,HTTP Request,200,,Thread Group 1-40,text,true,,371,210,1477,1477,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,4011,0,141
1573267156850,5426,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-40,,true,,371,210,1477,1477,null,4011,436,141
1573267157252,5938,HTTP Request,200,,Thread Group 1-35,text,true,,371,210,1597,1597,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,4762,0,144
1573267156832,5938,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-35,,true,,371,210,1597,1597,null,4762,420,144
1573267157296,5898,HTTP Request,200,,Thread Group 1-98,text,true,,371,210,1597,1597,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,4721,0,99
1573267157104,5898,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-98,,true,,371,210,1597,1597,null,4721,192,99
1573267157224,5970,HTTP Request,200,,Thread Group 1-33,text,true,,371,210,1597,1597,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,4793,0,189
1573267156820,5970,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-33,,true,,371,210,1597,1597,null,4793,404,189
1573267157337,5857,HTTP Request,200,,Thread Group 1-157,text,true,,371,210,1597,1597,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,4681,0,81
1573267157336,5857,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-157,,true,,371,210,1597,1597,null,4681,1,81
1573267157448,5747,HTTP Request,200,,Thread Group 1-190,text,true,,371,210,1594,1594,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,4570,0,39
1573267157280,5915,HTTP Request,200,,Thread Group 1-31,text,true,,371,210,1594,1594,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,4745,0,138
1573267157447,5747,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-190,,true,,371,210,1594,1594,null,4570,2,39
1573267156814,5915,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-31,,true,,371,210,1594,1594,null,4745,467,138
1573267157255,5941,HTTP Request,200,,Thread Group 1-15,text,true,,371,210,1594,1594,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3540,0,129
1573267156746,5941,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-15,,true,,371,210,1594,1594,null,3540,509,129
1573267157291,5905,HTTP Request,200,,Thread Group 1-59,text,true,,371,210,1592,1592,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3507,0,104
1573267156931,5905,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-59,,true,,371,210,1592,1592,null,3507,361,104
1573267157422,5775,HTTP Request,200,,Thread Group 1-175,text,true,,371,210,1591,1591,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3391,0,9
1573267157421,5775,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-175,,true,,371,210,1591,1591,null,3391,1,9
1573267157305,5892,HTTP Request,200,,Thread Group 1-75,text,true,,371,210,1591,1591,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3585,0,78
1573267156987,5892,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-75,,true,,371,210,1591,1591,null,3585,319,78
1573267157235,5964,HTTP Request,200,,Thread Group 1-60,text,true,,371,210,1589,1589,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3655,0,152
1573267156932,5964,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-60,,true,,371,210,1589,1589,null,3655,303,152
1573267157592,5608,HTTP Request,200,,Thread Group 1-226,text,true,,371,210,1588,1588,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3308,0,10
1573267157284,5916,HTTP Request,200,,Thread Group 1-127,text,true,,371,210,1588,1588,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3527,0,144
1573267157591,5608,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-226,,true,,371,210,1588,1588,null,3308,2,10
1573267157203,5916,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-127,,true,,371,210,1588,1588,null,3527,82,144
1573267157669,5538,HTTP Request,200,,Thread Group 1-244,text,true,,371,210,1588,1588,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3233,0,13
1573267157251,5956,HTTP Request,200,,Thread Group 1-13,text,true,,371,210,1588,1588,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3745,0,140
1573267157301,5906,HTTP Request,200,,Thread Group 1-42,text,true,,371,210,1588,1588,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3708,0,88
1573267156738,5956,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-13,,true,,371,210,1588,1588,null,3745,514,140
1573267156862,5906,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-42,,true,,371,210,1588,1588,null,3708,440,88
1573267157668,5538,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-244,,true,,371,210,1588,1588,null,3233,2,13
1573267157562,5726,HTTP Request,200,,Thread Group 1-218,text,true,,371,210,1605,1605,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3531,0,7
1573267157559,5726,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-218,,true,,371,210,1605,1605,null,3531,4,7
1573267157248,6041,HTTP Request,200,,Thread Group 1-136,text,true,,371,210,1605,1605,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3851,0,146
1573267157240,6041,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-136,,true,,371,210,1605,1605,null,3851,9,146
1573267157350,5939,HTTP Request,200,,Thread Group 1-155,text,true,,371,210,1606,1606,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3750,0,44
1573267157335,5939,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-155,,true,,371,210,1606,1606,null,3750,16,44
1573267157224,6067,HTTP Request,200,,Thread Group 1-41,text,true,,371,210,1604,1604,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3875,0,195
1573267157229,6062,HTTP Request,200,,Thread Group 1-96,text,true,,371,210,1604,1604,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3968,0,167
1573267157236,6055,HTTP Request,200,,Thread Group 1-109,text,true,,371,210,1604,1604,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3864,0,157
1573267157106,6062,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-96,,true,,371,210,1604,1604,null,3968,123,167
1573267156850,6067,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-41,,true,,371,210,1604,1604,null,3875,374,195
1573267157664,5627,HTTP Request,200,,Thread Group 1-243,text,true,,371,210,1603,1603,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,3527,0,17
1573267157122,6055,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-109,,true,,371,210,1604,1604,null,3864,114,157
1573267157663,5627,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-243,,true,,371,210,1603,1603,null,3527,2,17
1573267157491,5908,HTTP Request,200,,Thread Group 1-198,text,true,,371,210,1626,1626,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,5903,0,14
1573267157489,5908,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-198,,true,,371,210,1626,1626,null,5903,3,14
1573267157271,6140,HTTP Request,200,,Thread Group 1-145,text,true,,371,210,1628,1628,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,6140,0,117
1573267157269,6140,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-145,,true,,371,210,1628,1628,null,6140,3,117
1573267157659,5754,HTTP Request,200,,Thread Group 1-242,text,true,,371,210,1628,1628,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,5754,0,23
1573267157658,5754,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-242,,true,,371,210,1628,1628,null,5754,2,23
1573267157495,6015,HTTP Request,200,,Thread Group 1-202,text,true,,371,210,1636,1636,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,6015,0,11
1573267157546,5964,HTTP Request,200,,Thread Group 1-215,text,true,,371,210,1636,1636,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,5964,0,8
1573267157254,6256,HTTP Request,200,,Thread Group 1-139,text,true,,371,210,1636,1636,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,6256,0,139
1573267157289,6221,HTTP Request,200,,Thread Group 1-146,text,true,,371,210,1636,1636,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,6221,0,106
1573267157494,6015,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-202,,true,,371,210,1636,1636,null,6015,2,11
1573267157249,6256,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-139,,true,,371,210,1636,1636,null,6256,6,139
1573267157288,6221,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-146,,true,,371,210,1636,1636,null,6221,2,106
1573267157545,5964,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-215,,true,,371,210,1636,1636,null,5964,2,8
1573267157299,6296,HTTP Request,200,,Thread Group 1-144,text,true,,371,210,1668,1668,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,6294,0,97
1573267157294,6296,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-144,,true,,371,210,1668,1668,null,6294,6,97
1573267157282,6316,HTTP Request,200,,Thread Group 1-126,text,true,,371,210,1668,1668,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,6315,0,143
1573267157209,6316,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-126,,true,,371,210,1668,1668,null,6315,73,143
1573267157258,6349,HTTP Request,200,,Thread Group 1-44,text,true,,371,210,1669,1669,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,6341,0,127
1573267156869,6349,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-44,,true,,371,210,1669,1669,null,6341,389,127
1573267157226,6383,HTTP Request,200,,Thread Group 1-101,text,true,,371,210,1669,1669,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,6383,0,177
1573267157104,6383,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-101,,true,,371,210,1669,1669,null,6383,123,177
1573267157233,6457,HTTP Request,200,,Thread Group 1-23,text,true,,371,210,1688,1688,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,6457,0,163
1573267156783,6457,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-23,,true,,371,210,1688,1688,null,6457,451,163
1573267158630,5062,HTTP Request,200,,Thread Group 1-485,text,true,,371,210,1687,1687,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,5062,0,6
1573267158626,5062,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-485,,true,,371,210,1687,1687,null,5062,5,6
1573267157524,6170,HTTP Request,200,,Thread Group 1-209,text,true,,371,210,1687,1687,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,6170,0,6
1573267157523,6170,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-209,,true,,371,210,1687,1687,null,6170,2,6
1573267157512,6185,HTTP Request,200,,Thread Group 1-206,text,true,,371,210,1686,1686,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,6185,0,6
1573267157511,6185,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-206,,true,,371,210,1686,1686,null,6185,2,6
1573267157624,6082,HTTP Request,200,,Thread Group 1-234,text,true,,371,210,1688,1688,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,6082,0,6
1573267157623,6082,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-234,,true,,371,210,1688,1688,null,6082,2,6
1573267157301,6409,HTTP Request,200,,Thread Group 1-1,text,true,,371,210,1688,1688,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,6409,0,118
1573267156704,6409,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,371,210,1688,1688,null,6409,598,118
1573267157527,6185,HTTP Request,200,,Thread Group 1-210,text,true,,371,210,1688,1688,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,6184,0,7
1573267157525,6185,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-210,,true,,371,210,1688,1688,null,6184,2,7
1573267157434,6356,HTTP Request,200,,Thread Group 1-180,text,true,,371,210,1705,1705,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,6356,0,7
1573267157432,6356,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-180,,true,,371,210,1705,1705,null,6356,3,7
1573267157403,6390,HTTP Request,200,,Thread Group 1-178,text,true,,371,210,1706,1706,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,5989,0,21
1573267157402,6390,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-178,,true,,371,210,1706,1706,null,5989,2,21
1573267157304,6492,HTTP Request,200,,Thread Group 1-147,text,true,,371,210,1705,1705,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,6492,0,86
1573267157303,6492,Transaction Controller,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-147,,true,,371,210,1705,1705,null,6492,2,86
1573267157285,6605,HTTP Request,200,,Thread Group 1-79,text,true,,371,210,1728,1728,http://itsa-sms-lb-1364654292.ap-southeast-1.elb.amazonaws.com/api/module/getAttendance?module_id=IS110&student_id=1,6605,0,141
